naz_glowna;el_rozr;szer_geo;dlug_geo;wsp_pro_Y;wsp_pro_X;panstwo;woj;powiat;gmina
August??w;August??w;51??28'18'';21??11'05'';402828.00;651686.61;Polska;mazowieckie;m. Radom;Radom-gmina miejska
August??w;;51??20'40'';21??02'59'';388408.06;642719.89;Polska;mazowieckie;radomski;Kowala-gmina wiejska
August??wek;August??wek;52??22'27'';20??41'58'';502272.56;615653.56;Polska;mazowieckie;nowodworski;Czosn??w-gmina wiejska
August??wek;August??wek;52??21'18'';21??03'15'';500768.09;639851.87;Polska;mazowieckie;m. St. Warszawa;Bia?Èo?È?÷ka-dzielnica
August??wka;August??wka;52??11'30'';21??05'04'';482658.24;642427.15;Polska;mazowieckie;m. St. Warszawa;Mokot??w-dzielnica
August??wka;August??wka;52??12'38'';21??51'40'';486577.38;695410.84;Polska;mazowieckie;mi?‰ski;Ka?Èuszyn-obszar wiejski
August??wka;August??wka;51??59'11'';21??30'09'';460754.92;671784.87;Polska;mazowieckie;otwocki;Osieck-gmina wiejska
Baba;Baba;53??16'53'';21??35'30'';604942.07;672733.01;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
Baba;Baba;51??03'34'';21??46'16'';358394.94;694115.17;Polska;mazowieckie;lipski;Solec nad Wis?È?˘-gmina wiejska
Zago?çciniec;Zago?çciniec;53??16'08'';21??34'56'';603533.60;672146.98;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
K?÷pa;K?÷pa;52??53'59'';19??39'33'';559559.88;544325.77;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Troska;Troska;52??53'20'';19??38'42'';558346.51;543383.96;Polska;mazowieckie;sierpecki;Sierpc-gmina wiejska
Babia G??ra;Babia G??ra;51??33'36'';21??31'23'';413416.94;674828.24;Polska;mazowieckie;kozienicki;Kozienice-obszar wiejski
Babia G??ra;;51??25'59'';20??46'47'';397771.03;623667.83;Polska;mazowieckie;radomski;Przytyk-gmina wiejska
Babia G??ra;;51??22'09'';20??54'54'';390910.95;633260.19;Polska;mazowieckie;radomski;Wolan??w-gmina wiejska
Babice;Babice;51??41'50'';21??51'24'';429503.62;697345.47;Polska;mazowieckie;garwoli?‰ski;Trojan??w-gmina wiejska
Babice-Kolonia;Babice-Kolonia;51??41'37'';21??51'53'';429129.76;697919.09;Polska;mazowieckie;garwoli?‰ski;Trojan??w-gmina wiejska
Babice Nowe;Babice Nowe;52??14'32'';20??50'48'';487848.50;626046.01;Polska;mazowieckie;warszawski zachodni;Stare Babice-gmina wiejska
Babiec;;52??19'04'';20??13'20'';495346.77;583284.20;Polska;mazowieckie;sochaczewski;M?Èodzieszyn-gmina wiejska
Babiec-Wi?÷czanki;Babiec-Wi?÷czanki;52??54'19'';19??41'03'';560193.40;546001.00;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Babiec-Wrzosy;Babiec-Wrzosy;52??54'56'';19??40'37'';561331.73;545504.63;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Babiec Piaseczny;;52??53'40'';19??42'20'';559002.60;547450.92;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Babiec R??a?Èy;;52??53'60'';19??42'31'';559622.42;547650.32;Polska;mazowieckie;sierpecki;Ro?çciszewo-gmina wiejska
Babilon;Babilon;51??09'06'';21??37'28'';368264.16;683486.47;Polska;mazowieckie;lipski;Lipsko-obszar wiejski
Babilonka;Babilonka;51??56'10'';20??24'44'';453147.29;597056.30;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Babin;;51??19'60'';21??42'31'';388669.49;688625.09;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Baboszewo;Baboszewo;52??40'53'';20??15'30'';535819.58;585040.22;Polska;mazowieckie;p?Èo?‰ski;Baboszewo-gmina wiejska
Babska Huta;Babska Huta;52??25'11'';19??20'37'';506027.65;523357.60;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Babskie Budy;;52??06'27'';20??16'14'';472023.38;586987.38;Polska;mazowieckie;??yrardowski;Wiskitki-gmina wiejska
Baby;Baby;52??48'59'';20??36'02'';551289.46;607832.86;Polska;mazowieckie;ciechanowski;Ciechan??w-gmina wiejska
Baby Dolne;Baby Dolne;52??25'32'';19??21'42'';506702.66;524594.14;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Baby G??rne;Baby G??rne;52??25'38'';19??20'27'';506864.91;523160.74;Polska;mazowieckie;gostyni?‰ski;Gostynin-gmina wiejska
Bachorza;;52??23'35'';22??18'44'';508180.20;725279.97;Polska;mazowieckie;soko?Èowski;Soko?È??w Podlaski-gmina wiejska
Bachorza;Bachorza;52??10'17'';22??50'31'';485331.76;762615.83;Polska;mazowieckie;?Èosicki;Huszlew-gmina wiejska
Bacze;Bacze;52??55'38'';20??42'48'';563788.39;615136.45;Polska;mazowieckie;ciechanowski;Opinog??ra G??rna-gmina wiejska
Baczewskie;Baczewskie;53??07'48'';21??36'10'';588117.67;674081.52;Polska;mazowieckie;ostro?È?÷cki;Lelis-gmina wiejska
Baczki;;52??32'05'';21??46'18'';522376.43;687925.54;Polska;mazowieckie;w?÷growski;?¸och??w-obszar wiejski
Baczki;;52??22'29'';22??27'08'';506583.70;734906.31;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Kolonia Baczki;Baczki;52??22'02'';22??27'04'';505750.03;734879.42;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Kolonia Baczyna;Baczyna;51??14'25'';20??32'26'';375957.74;607499.99;Polska;mazowieckie;przysuski;Przysucha-obszar wiejski
Badowo-Da?‰ki;Badowo-Da?‰ki;51??57'05'';20??32'52'';455035.35;606335.82;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Badowo-K?Èody;Badowo-K?Èody;51??55'60'';20??32'26'';453017.43;605882.18;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Badowo-M?çciska;Badowo-M?çciska;51??57'52'';20??33'31'';456502.75;607048.95;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Bad??w G??rny;;51??56'30'';20??31'52'';453930.22;605213.60;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Badulki;Badulki;51??32'53'';20??31'26'';410174.17;605624.27;Polska;mazowieckie;przysuski;Odrzyw???È-gmina wiejska
Bagatele;Bagatele;52??51'34'';21??41'54'';558287.68;681608.20;Polska;mazowieckie;ostrowski;W?˘sewo-gmina wiejska
Bagienice;Bagienice;53??15'19'';20??51'41'';600516.96;624128.76;Polska;mazowieckie;przasnyski;Chorzele-obszar wiejski
Bagienice-Folwark;Bagienice-Folwark;53??03'55'';21??11'06'';579998.81;646361.13;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Bagienice-Pag??rki;Bagienice-Pag??rki;53??03'15'';21??13'40'';578838.98;649274.18;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Bagienice Du??e;;53??08'44'';20??00'25'';587168.75;567327.75;Polska;mazowieckie;??uromi?‰ski;Kluczbork-Osada-gmina wiejska
Bagienice Ma?Èe;;53??08'36'';20??01'00'';586930.82;567981.30;Polska;mazowieckie;??uromi?‰ski;Kluczbork-Osada-gmina wiejska
Bagienice Nowe;Bagienice Nowe;53??08'27'';19??58'40'';586616.58;565384.79;Polska;mazowieckie;??uromi?‰ski;Kluczbork-Osada-gmina wiejska
Bagienice Szlacheckie;Bagienice Szlacheckie;53??03'19'';21??11'58'';578930.99;647364.40;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Bagienice W?Èo?çcia?‰skie;Bagienice W?Èo?çcia?‰skie;53??03'21'';21??11'41'';578968.61;647044.44;Polska;mazowieckie;makowski;Krasnosielc-gmina wiejska
Zabagienki;;51??17'52'';21??38'23'';384542.54;683970.71;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Bagienko;Bagienko;52??41'31'';21??32'23'';539276.33;671585.95;Polska;mazowieckie;wyszkowski;Bra?‰szczyk-gmina wiejska
Bagna;;52??32'59'';22??25'29'';525945.41;732112.64;Polska;mazowieckie;soko?Èowski;Jab?Èonna Lacka-gmina wiejska
Bagno;Bagno;52??26'44'';21??18'15'';511348.29;656549.23;Polska;mazowieckie;wo?Èomi?‰ski;Klemb??w-gmina wiejska
Bagno;Bagno;52??23'38'';20??52'34'';504757.19;627609.96;Polska;mazowieckie;legionowski;Jab?Èonna-gmina wiejska
Bagno;Bagno;52??30'43'';22??01'06'';520524.69;704760.49;Polska;mazowieckie;w?÷growski;Miedzna-gmina wiejska
Bagno;;52??23'05'';22??00'29'';506344.66;704644.34;Polska;mazowieckie;w?÷growski;W?÷gr??w-gmina miejska
Baku?Èa;Baku?Èa;53??12'31'';21??15'27'';596084.00;650718.43;Polska;mazowieckie;ostro?È?÷cki;Baranowo-gmina wiejska
Balcery;;52??25'28'';21??30'36'';509467.33;670613.27;Polska;mazowieckie;wo?Èomi?‰ski;T?Èuszcz-obszar wiejski
Bale;;52??27'43'';21??43'35'';514169.01;685161.86;Polska;mazowieckie;wo?Èomi?‰ski;Jad??w-gmina wiejska
Bale;;52??14'51'';22??07'55'';491449.91;713731.16;Polska;mazowieckie;siedlecki;Mokobody-gmina wiejska
Kolonia Bale;Bale;52??15'19'';22??07'36'';492297.39;713335.24;Polska;mazowieckie;siedlecki;Mokobody-gmina wiejska
Balowa G??ra;Balowa G??ra;51??03'51'';21??33'26'';358373.83;679125.73;Polska;mazowieckie;lipski;Sienno-gmina wiejska
Ba?Èda;Ba?Èda;53??21'24'';21??30'41'';613104.68;667090.86;Polska;mazowieckie;ostro?È?÷cki;?¸yse-gmina wiejska
Ba?Èki;;52??25'46'';22??21'31'';512365.86;728255.62;Polska;mazowieckie;soko?Èowski;Repki-gmina wiejska
Banachowizna;Banachowizna;52??22'00'';21??22'42'';502741.30;661876.14;Polska;mazowieckie;wo?Èomi?‰ski;Po?çwi?÷tne-gmina wiejska
Banaszka;Banaszka;51??38'17'';20??56'37'';420862.96;634459.11;Polska;mazowieckie;bia?Èobrzeski;Bia?Èobrzegi-miasto
Bandysie;Bandysie;53??18'05'';21??13'03'';606320.74;647732.27;Polska;mazowieckie;ostro?È?÷cki;Czarnia-gmina wiejska
Baniocha;Baniocha;52??01'17'';21??07'43'';463826.40;646015.47;Polska;mazowieckie;piaseczy?‰ski;G??ra Kalwaria-obszar wiejski
Baniocha-Osiedle;Baniocha-Osiedle;52??01'24'';21??07'24'';464035.13;645646.80;Polska;mazowieckie;piaseczy?‰ski;G??ra Kalwaria-obszar wiejski
Baniocha-Wie?ç;Baniocha-Wie?ç;52??00'59'';21??08'55'';463307.26;647404.44;Polska;mazowieckie;piaseczy?‰ski;G??ra Kalwaria-obszar wiejski
Bank??wka;Bank??wka;52??15'52'';21??23'47'';491418.99;663486.13;Polska;mazowieckie;mi?‰ski;Halin??w-obszar wiejski
Barak;;51??11'53'';20??52'01'';371803.48;630400.15;Polska;mazowieckie;szyd?Èowiecki;Szyd?Èowiec-obszar wiejski
Baraki;Baraki;52??58'59'';20??20'14'';569465.94;589753.85;Polska;mazowieckie;m?Èawski;Strzegowo-gmina wiejska
Baraki;Baraki;52??43'38'';20??27'27'';541178.41;598403.72;Polska;mazowieckie;p?Èo?‰ski;Sochocin-gmina wiejska
Baraki;Baraki;51??33'11'';20??42'41'';411003.68;618617.20;Polska;mazowieckie;bia?Èobrzeski;Wy?çmierzyce-obszar wiejski
Baraki Chotumskie;Baraki Chotumskie;52??53'22'';20??29'33'';559256.32;600384.68;Polska;mazowieckie;ciechanowski;Ciechan??w-gmina wiejska
Baraki Osuchowskie;Baraki Osuchowskie;51??52'27'';20??34'31'';446490.51;608410.85;Polska;mazowieckie;??yrardowski;Mszczon??w-obszar wiejski
Baraki Retkowskie;Baraki Retkowskie;52??18'27'';21??30'19'';496440.90;670742.13;Polska;mazowieckie;mi?‰ski;Stanis?Èaw??w-gmina wiejska
Baranek;Baranek;52??50'41'';20??18'48'';554059.38;588416.90;Polska;mazowieckie;m?Èawski;Strzegowo-gmina wiejska
Baranek;;52??04'31'';22??19'17'';472884.15;727533.07;Polska;mazowieckie;siedlecki;Wi?çniew-gmina wiejska
D???È;D???È;51??06'36'';21??43'39'';363893.11;690853.75;Polska;mazowieckie;lipski;Solec nad Wis?È?˘-gmina wiejska
Barania Ruda;Barania Ruda;52??08'06'';21??55'20'';478356.06;699933.04;Polska;mazowieckie;mi?‰ski;Mrozy-obszar wiejski
Baraniec;Baraniec;52??46'36'';20??28'19'';546696.04;599262.78;Polska;mazowieckie;ciechanowski;Ojrze?‰-gmina wiejska
Baraniec;Baraniec;52??46'54'';20??59'27'';548083.18;634238.75;Polska;mazowieckie;makowski;Karniewo-gmina wiejska
Baranowo;Baranowo;53??10'30'';21??17'50'';592433.46;653485.72;Polska;mazowieckie;ostro?È?÷cki;Baranowo-gmina wiejska
Baran??w;Baran??w;52??07'27'';20??28'20'';474137.26;600756.02;Polska;mazowieckie;grodziski;Baran??w-gmina wiejska
Baran??w;Baran??w;52??12'46'';22??48'40'';489814.72;760259.32;Polska;mazowieckie;?Èosicki;Plater??w-gmina wiejska
Baran??w;Baran??w;51??13'02'';21??44'10'';375835.04;691021.02;Polska;mazowieckie;lipski;Chotcza-gmina wiejska
Baran??wka;Baran??wka;52??21'54'';20??41'50'';501255.20;615524.47;Polska;mazowieckie;nowodworski;Czosn??w-gmina wiejska
Bara?‰ce;Bara?‰ce;52??57'14'';20??47'46'';566880.26;620625.39;Polska;mazowieckie;przasnyski;Krasne-gmina wiejska
Barch??w;;52??31'01'';21??39'13'';520099.14;679995.31;Polska;mazowieckie;w?÷growski;?¸och??w-obszar wiejski
Barcice;;52??32'14'';21??15'50'';521452.94;653493.46;Polska;mazowieckie;wyszkowski;Somianka-gmina wiejska
Barcice Drwalewskie;Barcice Drwalewskie;51??54'29'';20??59'47'';450982.66;637280.50;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Barcice Rososkie;Barcice Rososkie;51??53'18'';21??08'44'';449076.97;647606.76;Polska;mazowieckie;gr??jecki;Chyn??w-gmina wiejska
Barcikowo;Barcikowo;52??30'55'';19??53'46'';516971.73;560796.49;Polska;mazowieckie;p?Èocki;S?Èupno-gmina wiejska
Barcz?˘ca;Barcz?˘ca;52??09'16'';21??38'08'';479755.23;680235.01;Polska;mazowieckie;mi?‰ski;Mi?‰sk Mazowiecki-gmina wiejska
Kolonia Barcz?˘ca;Barcz?˘ca;52??09'00'';21??38'51'';479306.01;681076.50;Polska;mazowieckie;mi?‰ski;Mi?‰sk Mazowiecki-gmina wiejska
Bardonki;Bardonki;52??49'50'';20??39'42'';552969.99;611917.12;Polska;mazowieckie;ciechanowski;Ciechan??w-gmina wiejska
Bardychowo;Bardychowo;52??45'58'';22??01'09'';548777.09;703620.48;Polska;mazowieckie;ostrowski;Ma?Èkinia G??rna-gmina wiejska
Bardzice;;51??18'06'';21??09'48'';383888.29;650760.71;Polska;mazowieckie;radomski;Kowala-gmina wiejska
Kolonia Bardzice;Bardzice;51??18'07'';21??09'07'';383895.83;649966.21;Polska;mazowieckie;radomski;Kowala-gmina wiejska
Barg?È??wek;;52??15'44'';20??24'19'';489396.12;595877.20;Polska;mazowieckie;warszawski zachodni;Kampinos-gmina wiejska
Bartnia;Bartnia;52??47'59'';21??13'58'';550579.46;650481.97;Polska;mazowieckie;makowski;Szelk??w-gmina wiejska
Ponikiew-Le?çnicz??wka;Ponikiew-Le?çnicz??wka;52??42'52'';21??07'24'';540872.78;643384.13;Polska;mazowieckie;pu?Ètuski;Obryte-gmina wiejska
Bartniki;;52??00'24'';20??15'51'';460804.70;586745.10;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Bartniki;Bartniki;53??02'46'';20??55'24'';577365.17;628892.67;Polska;mazowieckie;przasnyski;Przasnysz-gmina wiejska
Bartodzieje;;52??41'31'';21??11'44'';538505.02;648329.71;Polska;mazowieckie;pu?Ètuski;Obryte-gmina wiejska
Bartodzieje;Bartodzieje;51??46'17'';20??55'08'';435627.92;632350.48;Polska;mazowieckie;gr??jecki;Belsk Du??y-gmina wiejska
Bartodzieje;;51??31'32'';21??12'26'';408861.75;653065.36;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Bartodzieje;;51??20'07'';21??29'11'';388337.54;673144.64;Polska;mazowieckie;zwole?‰ski;Tcz??w-gmina wiejska
Bartodzieje-Kolonia;Bartodzieje-Kolonia;51??31'57'';21??11'26'';409604.09;651890.35;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Barto?Èdy;Barto?Èdy;52??57'51'';20??50'17'';568108.52;623415.02;Polska;mazowieckie;przasnyski;Krasne-gmina wiejska
Bartosy;Bartosy;52??54'12'';21??41'20'';563152.13;680791.16;Polska;mazowieckie;ostrowski;W?˘sewo-gmina wiejska
Bartosy;;51??32'25'';21??11'15'';410462.34;651652.65;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
Kolonia Bartosy;Bartosy;52??53'43'';21??41'09'';562241.56;680618.05;Polska;mazowieckie;ostrowski;W?˘sewo-gmina wiejska
Bartosz;Bartosz;52??23'22'';22??14'19'';507560.19;720309.33;Polska;mazowieckie;soko?Èowski;Soko?È??w Podlaski-gmina wiejska
Bartosz??wka;Bartosz??wka;51??58'33'';20??39'30'';457918.36;613864.97;Polska;mazowieckie;grodziski;??abia Wola-gmina wiejska
Bartyki;Bartyki;52??09'42'';21??07'01'';479387.42;644746.72;Polska;mazowieckie;m. St. Warszawa;Wilan??w-dzielnica
Barycz-Kolonia;Barycz-Kolonia;51??19'20'';21??39'03'';387287.47;684646.78;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Barycz Nowa;Barycz Nowa;51??18'43'';21??38'36'';386126.23;684165.61;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Barycz Stara;Barycz Stara;51??18'41'';21??39'59'';386122.62;685773.92;Polska;mazowieckie;zwole?‰ski;Zwole?‰-obszar wiejski
Baryczka;;51??19'03'';21??49'05'';387196.84;696313.00;Polska;mazowieckie;zwole?‰ski;Przy?È?÷k-gmina wiejska
Basin;Basin;52??18'53'';19??35'06'';494473.19;539872.21;Polska;mazowieckie;gostyni?‰ski;Szczawin Ko?çcielny-gmina wiejska
Basin;Basin;52??08'53'';20??30'10'';476829.66;602801.59;Polska;mazowieckie;grodziski;Baran??w-gmina wiejska
Basin??w;;52??31'26'';21??33'04'';520620.44;673016.62;Polska;mazowieckie;wyszkowski;Zabrodzie-gmina wiejska
Basin??w;Basin??w;51??41'35'';21??21'15'';427805.07;662658.23;Polska;mazowieckie;kozienicki;Magnuszew-gmina wiejska
Baszk??wka;Baszk??wka;52??02'05'';20??55'14'';464918.26;631700.72;Polska;mazowieckie;piaseczy?‰ski;Piaseczno-obszar wiejski
Ba?çkowo;Ba?çkowo;53??04'29'';19??59'25'';579286.48;566313.09;Polska;mazowieckie;??uromi?‰ski;Kluczbork-Osada-gmina wiejska
Batogowo;Batogowo;52??58'31'';21??18'30'';570242.59;654940.22;Polska;mazowieckie;makowski;Sypniewo-gmina wiejska
Osiedle Stefana Batorego;Stefana Batorego;52??23'50'';20??56'25'';505263.29;631966.16;Polska;mazowieckie;legionowski;Legionowo-gmina miejska
Osiedle Batorego;Batorego;52??12'34'';21??00'12'';484484.29;636834.50;Polska;mazowieckie;m. St. Warszawa;Mokot??w-dzielnica
Osiedle Batory;Batory;52??05'58'';21??15'29'';472763.07;654613.63;Polska;mazowieckie;otwocki;Otwock-gmina miejska
Bazar;Bazar;52??51'48'';21??06'36'';557394.64;641998.30;Polska;mazowieckie;makowski;Szelk??w-gmina wiejska
B?˘czki;B?˘czki;51??45'55'';21??27'12'';436057.91;669239.24;Polska;mazowieckie;garwoli?‰ski;Maciejowice-gmina wiejska
B?˘dkowo;B?˘dkowo;52??45'02'';20??37'03'';543994.84;609138.98;Polska;mazowieckie;ciechanowski;So?‰sk-gmina wiejska
B?˘dkowo-Podlasie;B?˘dkowo-Podlasie;52??41'30'';19??31'37'';536341.62;535605.01;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
B?˘dkowo-Rochny;B?˘dkowo-Rochny;52??41'10'';19??31'28'';535736.27;535447.41;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
B?˘dkowo-Rumunki;B?˘dkowo-Rumunki;52??40'56'';19??26'57'';535261.60;530357.97;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
B?˘dkowo Jeziorne;B?˘dkowo Jeziorne;52??40'50'';19??28'38'';535077.49;532245.82;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
B?˘dkowo Ko?çcielne;B?˘dkowo Ko?çcielne;52??40'18'';19??29'51'';534110.58;533633.96;Polska;mazowieckie;p?Èocki;Brudze?‰ Du??y-gmina wiejska
B?˘dk??w;B?˘dk??w;51??45'00'';20??49'49'';433096.95;626305.38;Polska;mazowieckie;gr??jecki;Goszczyn-gmina wiejska
Kolonia B?˘dk??w;B?˘dk??w;51??44'23'';20??50'34'';431979.91;627195.97;Polska;mazowieckie;gr??jecki;Goszczyn-gmina wiejska
B?˘dk??w ?‹rodkowy;B?˘dk??w ?‹rodkowy;51??45'30'';20??48'49'';434005.45;625124.54;Polska;mazowieckie;gr??jecki;Goszczyn-gmina wiejska
B?˘dk??w Wschodni;B?˘dk??w Wschodni;51??45'20'';20??50'33'';433725.81;627139.63;Polska;mazowieckie;gr??jecki;Goszczyn-gmina wiejska
B?˘dk??w Zachodni;B?˘dk??w Zachodni;51??44'39'';20??48'40'';432429.20;624991.86;Polska;mazowieckie;gr??jecki;Goszczyn-gmina wiejska
B?˘dzyn;;53??05'20'';19??50'41'';580726.76;556555.58;Polska;mazowieckie;??uromi?‰ski;Lubowidz-gmina wiejska
B?˘dzyn-Ruda;B?˘dzyn-Ruda;53??04'20'';19??51'51'';578888.84;557879.74;Polska;mazowieckie;??uromi?‰ski;??uromin-obszar wiejski
B?˘ki;B?˘ki;53??10'39'';20??28'48'';591256.99;598883.67;Polska;mazowieckie;m?Èawski;Wieczfnia Ko?çcielna-gmina wiejska
B?˘ki;B?˘ki;52??11'07'';20??49'11'';481486.50;624372.05;Polska;mazowieckie;pruszkowski;Pruszk??w-gmina miejska
B?˘ki;B?˘ki;52??00'16'';21??22'10'';462466.03;662588.50;Polska;mazowieckie;otwocki;Celestyn??w-gmina wiejska
B?˘ki Lesiowskie;B?˘ki Lesiowskie;51??28'55'';21??12'59'';404038.22;653851.64;Polska;mazowieckie;radomski;Jastrz?÷bia-gmina wiejska
B?˘kowa;B?˘kowa;51??12'45'';21??27'59'';374631.69;672218.84;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
W Lasku;W Lasku;51??12'00'';21??27'40'';373248.17;671883.75;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
Kolonia B?˘kowa;B?˘kowa;51??12'55'';21??28'56'';374995.78;673309.90;Polska;mazowieckie;lipski;Ciepiel??w-gmina wiejska
B?˘kowiec;B?˘kowiec;51??29'50'';21??41'32'';406843.91;686814.38;Polska;mazowieckie;kozienicki;Garbatka-Letnisko-gmina wiejska
Kolonia B?˘kowiec;B?˘kowiec;51??30'46'';21??43'07'';408654.88;688585.39;Polska;mazowieckie;kozienicki;Garbatka-Letnisko-gmina wiejska
B?˘k??w;B?˘k??w;51??27'28'';20??39'40'';400336.48;615373.50;Polska;mazowieckie;przysuski;Rusin??w-gmina wiejska
B?˘k??w;;51??17'40'';20??56'32'';382654.44;635374.28;Polska;mazowieckie;szyd?Èowiecki;Oro?‰sko-gmina wiejska
B?˘k??w-Kolonia;B?˘k??w-Kolonia;51??26'30'';20??39'50'';398536.25;615597.19;Polska;mazowieckie;przysuski;Rusin??w-gmina wiejska
B?˘k??wka;B?˘k??wka;52??02'43'';20??57'03'';466139.27;633744.19;Polska;mazowieckie;piaseczy?‰ski;Piaseczno-obszar wiejski
Beale;Beale;52??43'09'';21??29'26'';542186.72;668160.05;Polska;mazowieckie;wyszkowski;D?Èugosiod?Èo-gmina wiejska
Bebech??wek;Bebech??wek;51??05'55'';21??42'31'';362568.88;689587.28;Polska;mazowieckie;lipski;Solec nad Wis?È?˘-gmina wiejska
Bednary;;52??01'16'';20??24'00'';462581.45;596034.40;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Bednary Dolne;Bednary Dolne;52??01'18'';20??24'04'';462644.69;596109.43;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Bednary G??rne;Bednary G??rne;52??01'15'';20??23'13'';462533.40;595139.48;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Bednary Rzeczne;Bednary Rzeczne;52??01'24'';20??24'45'';462845.11;596887.01;Polska;mazowieckie;??yrardowski;Puszcza Maria?‰ska-gmina wiejska
Bednarze;;52??28'21'';21??47'10'';515497.22;689171.77;Polska;mazowieckie;w?÷growski;Korytnica-gmina wiejska
Begno;Begno;52??34'38'';19??54'49'';523899.80;561896.33;Polska;mazowieckie;p?Èocki;Radzanowo-gmina wiejska
Begno;Begno;52??36'42'';20??03'21'';527847.71;571468.61;Polska;mazowieckie;p?Èocki;Staro??reby-gmina wiejska
Begno;;52??45'07'';20??50'27'';544511.35;624202.89;Polska;mazowieckie;pu?Ètuski;Gzy-gmina wiejska
Bejdy;Bejdy;52??09'58'';22??35'43'';483873.34;745789.50;Polska;mazowieckie;?Èosicki;Olszanka-gmina wiejska
Kolonia Bejdy;Bejdy;52??10'35'';22??35'24'';484982.86;745378.38;Polska;mazowieckie;?Èosicki;Olszanka-gmina wiejska
Belin;Belin;52??39'26'';20??40'02'';533705.95;612738.24;Polska;mazowieckie;p?Èo?‰ski;Nowe Miasto-gmina wiejska
